,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator__regressor__penalty,param_estimator__regressor__alpha,param_estimator__regressor__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0021018743515014648,0.00030041545997156946,0.00050048828125,0.0005004883221373309,,,,{'estimator__regressor__penalty': None},-937.54292088168,-1889.8739178150745,-153.26896867919612,-1261.860582906784,-260.71983686073526,-135.5149976849657,-12261.396987917988,-26697.88950870021,-985.283084521367,-1054.8770153126118,-4515.0155815530825,8101.942041882043,1
1,0.00220186710357666,0.0004005302990523265,0.0006006479263305664,0.0004904270641538295,l2,1e-05,,"{'estimator__regressor__alpha': 1e-05, 'estimator__regressor__penalty': 'l2'}",-937.543134360938,-1889.8741697374364,-153.26901403851204,-1261.860800861398,-260.71988813115,-135.51509898671245,-12261.397588560252,-26697.890104280334,-985.2832384792407,-1054.8770975514274,-4515.015811835915,8101.942212183673,2
2,0.0022010564804077148,0.0004009227777877278,0.0004004240036010742,0.0004904172491390633,l1,1e-05,,"{'estimator__regressor__alpha': 1e-05, 'estimator__regressor__penalty': 'l1'}",-937.5435676012498,-1889.874776164923,-153.26906145949488,-1261.8611763543015,-260.7199443421309,-135.5153514451999,-12261.39841120231,-26697.890599346534,-985.2833156056311,-1054.877181112885,-4515.016136417514,8101.94234315362,8
3,0.002000856399536133,0.000445425861190817,0.0007006168365478515,0.00045866145816583586,l2,0.0001,,"{'estimator__regressor__alpha': 0.0001, 'estimator__regressor__penalty': 'l2'}",-937.5450552907608,-1889.876436598556,-153.269422185266,-1261.8627620333466,-260.720349461729,-135.516010529694,-12261.402993249385,-26697.89546335405,-985.2846237864215,-1054.877837526357,-4515.017883950248,8101.943744574203,9
4,0.0018016338348388673,0.00040031675340193297,0.0005005121231079102,0.0005005121526362428,l1,0.0001,,"{'estimator__regressor__alpha': 0.0001, 'estimator__regressor__penalty': 'l1'}",-937.549387657076,-1889.8825009148013,-153.26989650893663,-1261.8665171746975,-260.72091175846657,-135.51853509812193,-12261.41122012939,-26697.900414907825,-985.2853942583113,-1054.878673346117,-4515.02112989224,8101.9450545604395,15
5,0.0019016742706298828,0.0003003440669051024,0.0005002975463867188,0.0005002975622934098,l2,0.001,,"{'estimator__regressor__alpha': 0.001, 'estimator__regressor__penalty': 'l2'}",-937.5642266767821,-1889.8990616950425,-153.2734950410913,-1261.8823322726003,-260.7249525680054,-135.52510888062747,-12261.456932262907,-26697.948940663933,-985.2984458464999,-1054.885220031487,-4515.038562468513,8101.959036436477,16
6,0.0019017457962036133,0.0003004472427980163,0.0004004240036010742,0.0004904172955023723,l1,0.001,,"{'estimator__regressor__alpha': 0.001, 'estimator__regressor__penalty': 'l1'}",-937.6075465764985,-1889.959708912501,-153.2782497423775,-1261.919904698549,-260.73059431019027,-135.55035256934923,-12261.539246856531,-26697.998560888976,-985.3060712159398,-1054.8935993007422,-4515.071035987351,8101.972169162013,22
7,0.0020027399063110352,0.000449583992794906,0.00040032863616943357,0.000490300459960888,l2,0.01,,"{'estimator__regressor__alpha': 0.01, 'estimator__regressor__penalty': 'l2'}",-937.75220298971,-1890.1210198813735,-153.3133723986116,-1262.0739440469467,-260.7699762838002,-135.61440656074717,-12261.985688772591,-26698.472533184984,-985.4336076777391,-1054.9573431113417,-4515.241144394682,8102.108797297889,23
8,0.002001786231994629,2.707914517307412e-07,0.0006005525588989258,0.0004903491506158662,l1,0.01,,"{'estimator__regressor__alpha': 0.01, 'estimator__regressor__penalty': 'l1'}",-938.1897593988895,-1890.7345725112818,-153.36427629753885,-1262.459237993109,-260.83164829386476,-135.8691113763968,-12262.83751279448,-26698.999796461103,-985.5953175482216,-1055.0480857555665,-4515.584114278265,8102.245865431975,29
9,0.002001667022705078,2.6549169363165e-07,0.0006006002426147461,0.0004903880764759766,l2,0.1,,"{'estimator__regressor__alpha': 0.1, 'estimator__regressor__penalty': 'l2'}",-939.3059840692017,-1891.963944667762,-153.63631270089908,-1263.6324766453788,-261.13109838893655,-136.35872944339405,-12266.346898612888,-26702.734959228776,-986.5175067055143,-1055.5288634263043,-4516.899656963117,8103.331973631174,30
